text,intent,labelIndex
what 's the latest flight i can get from dallas to boston,flight,0
i 'd like to have some information on a ticket from denver to atlanta with a stop in pittsburgh,airfare,2
what is the cheapest coach flight between dallas and baltimore leaving august tenth,flight,0
do you have a flight leaving boston at 645 am going to washington,flight,0
please list the wednesday american airline flights from milwaukee to san jose,flight,0
i 'd like to leave atlanta in the afternoon and arrive in philadelphia at 5 pm,flight,0
is there a flight from baltimore to san francisco with a stop in denver on twa,flight,0
what are my meal options from boston to denver,meal,15
i 'd like to go from boston to pittsburgh to find the cheapest flight,flight,0
do you have a united flight from boston to washington,flight,0
is there ground transportation from the dallas airport to downtown dallas,ground_service,4
show me all flights and fares from denver to san francisco,flight+airfare,14
all flights from miami to new york,flight,0
list possible round trip daily flights between boston and oakland,flight,0
what does ewr mean,abbreviation,8
list the cheapest round trip flights from orlando to kansas city,flight,0
can you list all flights from toronto to san diego,flight,0
what ground transportation can i take into boston,ground_service,4
information on american airlines from washington to fort worth,flight,0
what is your earliest flight from boston to washington on august twenty seventh,flight,0
list round trip flights from orlando to kansas city,flight,0
i would like the time of your earliest flight in the morning from philadelphia to washington on american airlines,flight_time,1
please tell me the flights between boston and philadelphia next thursday,flight,0
show me all the flights from denver and all the flights from miami that arrive at baltimore around noon,flight,0
show me the airlines between boston and denver,airline,6
which airlines fly from boston to washington dc via other cities,airline,6
i need to know a list of flights from atlanta,flight,0
can i take a single airline from la to charlotte to newark back to la,airline,6
which airlines serve pittsburgh,airline,6
is there transportation from the atlanta airport to downtown atlanta,ground_service,4
show me the airlines that fly from toronto to boston,airline,6
show me the flights that go from san diego to newark by way of houston,flight,0
give me the flights with the fares on december twenty seventh from indianapolis to orlando,flight,0
i 'd like a return flight from baltimore to boston,flight,0
i need a flight from san francisco to pittsburgh and then pittsburgh to new york and new york to san francisco,flight,0
what is the last flight to atlanta from baltimore,flight,0
on july twenty third an early flight on american from philadelphia to san francisco,flight,0
show me all flights on southwest airlines from san diego to san francisco,flight,0
could you please show me all the weekday flights between denver and dallas,flight,0
list all daily flights between oakland and boston using american airline,flight,0
list all the flights from atlanta to philadelphia on august the first,flight,0
list types of aircraft that connect boston and san francisco,aircraft,3
i need a flight from philadelphia to denver,flight,0
what 's restriction ap68,restriction,16
show me the first class fares from baltimore to dallas,airfare,2
i would like to fly on american airlines from baltimore to san francisco,flight,0
american flight 4400 from cincinnati to houston,flight,0
i need a flight from new york city to montreal thursday may six,flight,0
i would like to book a flight on june first from los angeles to pittsburgh in the late afternoon,flight,0
first i 'd like to fly from philadelphia to dallas and fly from dallas to san francisco,flight,0
show me flights from new york to miami,flight,0
show me the flights leaving from love field,flight,0
i 'd like to buy a coach class ticket for a flight from denver to atlanta,airfare,2
i would like a flight from philadelphia to san francisco,flight,0
what are all flights from san francisco to philadelphia with stops in pittsburgh,flight,0
how much is an economy ticket from washington to san francisco on september thirtieth,airfare,2
flights between baltimore and washington dc,flight,0
what is the fare going from boston to dallas fort worth one way on november seventh,airfare,2
show me all flights from phoenix to milwaukee next wednesday,flight,0
please list the flights from toronto to washington dc,flight,0
all flights leaving washington dc to san francisco that are first class,flight,0
i want to know the cheapest way to fly from denver to oakland,flight,0
show me flights from boston to denver early am on tuesday,flight,0
show me all flights from new york to miami on a tuesday with round trip fares under 932 dollars,flight,0
i 'd like information on a flight from denver to san francisco on united air,flight,0
show me the flights from atlanta to denver on monday,flight,0
show me the flights from boston to pittsburgh,flight,0
what flights are there tomorrow from tacoma to san jose,flight,0
show me the cheapest flights from dallas to baltimore,flight,0
show me the flights from philadelphia to baltimore,flight,0
list all the airlines that service denver,airline,6
what is the cost of limousine service at logan airport,ground_fare,9
what flights between dfw and oakland arrive in oakland between 1133 am and 43 pm,flight,0
all round trip flights between new york and miami that are first class,flight,0
what 's the lowest round trip fare from bwi to any city,airfare,2
i 'm starting from denver,flight,0
show me all flights to dallas from san francisco atlanta and pittsburgh,flight,0
what 's the latest flight from san jose to houston,flight,0
show me the round trip tickets from baltimore to atlanta,airfare,2
united airlines stopping in denver,flight,0
i 'll need a rental car at the atlanta airport can you show me what 's available,ground_service,4
what northwest flights stop in denver,flight,0
what kind of ground transportation is there once i get to dallas,ground_service,4
can i have a rental car in houston,ground_service,4
i want an early morning flight from boston to philadelphia,flight,0
i would like to fly from atlanta to denver on september fifteenth,flight,0
on july twenty third all flights on american airlines from philadelphia to san francisco,flight,0
show me all flights for tomorrow from san francisco to pittsburgh,flight,0
what is the earliest flight from tampa to milwaukee tomorrow,flight,0
i need a flight on friday from newark to tampa,flight,0
i 'd like to see the fare code again qx,abbreviation,8
rental cars in washington dc,ground_service,4
what 's the last flight from atlanta to boston,flight,0
flights between tampa and st. louis,flight,0
show me ground transport in seattle,ground_service,4
please give me the prices for all flights from philadelphia to denver airport next sunday,airfare,2
what flights are available from pittsburgh to boston on saturday,flight,0
what flights are available saturday to san francisco from dallas,flight,0
show me the flights from denver to baltimore or washington dc that arrive before or around noon,flight,0
please list the flight times from newark to boston,flight_time,1
what are the fares for flights between atlanta and dfw,airfare,2
list flights from philadelphia to san francisco thursday,flight,0
does midwest express serve baltimore,flight,0
i want to fly denver to pittsburgh,flight,0
i want to fly from dallas fort worth to philadelphia,flight,0
show me the nonstop flights from atlanta to oakland that leave in the afternoon and arrive between 430 pm and 630 pm,flight,0
please list all northwest flights into denver,flight,0
show flights first class on american from philadelphia to dallas fort worth,flight,0
what are the prices of these flights,airfare,2
i want to know the time of the latest flight i can take from washington to san francisco where i can get a dinner meal,flight_time,1
show me flights from denver to san francisco on wednesday,flight,0
show me flights between memphis tennessee and las vegas,flight,0
is there a thursday night flight from pittsburgh to san francisco on us air,flight,0
i 'd like to book the cheapest one way flight from pittsburgh to atlanta on july twentieth,flight,0
list all flights from nashville to seattle,flight,0
what are the fares for flights between atlanta and dfw provided by american airlines,airfare,2
what are all flights to denver from philadelphia on sunday,flight,0
how many flights are there between san francisco and philadelphia on august eighteenth,quantity,10
i would like to book a flight that goes from memphis to las vegas,flight,0
what ground transportation is available from the pittsburgh airport to the town,ground_service,4
i need a flight from atlanta to baltimore and this flight should arrive at 7 pm please,flight,0
flights from new york city to montreal,flight,0
how much is the cheapest flight from denver to pittsburgh,airfare,2
which airlines provide direct flights between washington and denver,airline,6
describe ground transportation in dallas,ground_service,4
what flights from montreal to las vegas on saturday,flight,0
what is the cost of a flight from boston to denver,airfare,2
what flights go from tampa to charlotte on sunday,flight,0
what flights does american airlines have from boston to dallas,flight,0
fares from dallas to baltimore,airfare,2
morning flight from dallas to atlanta,flight,0
are there any nonstop flights from philadelphia to denver that arrive before 5 pm,flight,0
what is ewr,abbreviation,8
which flights are between boston and baltimore washington,flight,0
please give me the united airlines flights from denver to baltimore that are the first class flights please,flight,0
what type of aircraft is used on the first flight from philadelphia to dallas in the morning,aircraft,3
what transportation is available from the dallas airport to downtown,ground_service,4
show flights from pittsburgh to oakland on us airlines with fare information,flight,0
what is the earliest flight leaving boston and going to washington on september third,flight,0
show me the airlines that fly from san francisco to boston,airline,6
all flights from charlotte to anywhere on us air around 1 pm,flight,0
which airlines have nonstop flights from kansas city to chicago,airline,6
i need a flight from chicago to dallas on continental on june fifth,flight,0
flights from nashville to seattle,flight,0
what delta leaves boston for atlanta,flight,0
show me the cheapest one way flight from atlanta to pittsburgh,flight,0
list all the flights that arrive at general mitchell international from various cities,flight,0
please list the rental car information in pittsburgh,ground_service,4
round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars,airfare,2
what flights are available thursday afternoon from baltimore to atlanta,flight,0
show me dallas to boston flights,flight,0
i need a flight leaving pittsburgh next monday arriving in fort worth before 10 am,flight,0
what airlines fly from boston to san francisco,airline,6
show me flights from oakland to dallas on sunday,flight,0
show me the price of flight ea 212 from atlanta to washington,airfare,2
what flights are there from atlanta to oakland on thursday with in flight meals,flight,0
what are the cheapest round trip flights from denver to pittsburgh,flight,0
what are the flights from milwaukee to orlando on wednesday,flight,0
i need a flight from toronto to montreal reaching montreal early on friday,flight,0
show me flights from dallas to baltimore,flight,0
what ground transportation is available in denver,ground_service,4
list the round trip flights from st. paul to san jose,flight,0
what about the eastern airlines flights arriving in pittsburgh between 12 and 4 in the afternoon,flight,0
what flights go from pittsburgh to newark after 305 in the afternoon,flight,0
what is the cost of a flight from boston to san francisco,airfare,2
i would like information for flights from baltimore to dallas on early tuesday morning,flight,0
i 'm interested in a flight from pittsburgh to atlanta,flight,0
show me the earliest flight from newark to seattle,flight,0
could you tell me what morning flights are available from oakland to denver before 10 am,flight,0
boston to pittsburgh wednesday,flight,0
anything from baltimore or washington with a stopover in denver going to san francisco,flight,0
what is the latest flight available between san francisco and boston,flight,0
give me the latest flight tomorrow on american airlines from milwaukee to tacoma,flight,0
do you have one to denver from philadelphia,flight,0
what are the flights from cleveland to indianapolis on wednesday may twelfth on either twa delta or continental,flight,0
from toronto to atlanta in the afternoon,flight,0
show me flights from denver to atlanta,flight,0
all flights and fares from dallas,flight+airfare,14
what is the fare from boston to san francisco on united airlines flight 21,airfare,2
find the cheapest one way fare from boston to san francisco,airfare,2
show me all flights arriving at love field from other airports,flight,0
list all the flights from atlanta to charlotte north carolina that leave next monday,flight,0
what flights are between boston and atlanta on july thirty first,flight,0
i want a flight on twa from boston to denver,flight,0
i want a flight from los angeles to pittsburgh that arrives before 3 pm on tuesday,flight,0
us 771 pittsburgh to philadelphia what is the fare,airfare,2
show me the last flight available in the evening from boston to dc on july twenty first,flight,0
i want a list of flights from pittsburgh to baltimore on thursday that arrive in baltimore before 10 am,flight,0
i would like an afternoon flight from washington to boston on august twentieth,flight,0
list all round trip flights from orlando to kansas city,flight,0
show me the flight that leaves philadelphia in the afternoon and arrives in the evening in denver,flight,0
show me the afternoon flights from washington to boston,flight,0
what ground transportation is there in atlanta,ground_service,4
show me continental flights leaving chicago on saturday morning,flight,0
which flights depart burbank after noon and arrive in denver by 6 pm,flight,0
philadelphia to dallas saturday,flight,0
i want to go between boston and washington early in the morning,flight,0
san francisco to pittsburgh friday,flight,0
display all the flights from baltimore to dallas which leave after 4 pm,flight,0
flights from newark new jersey to cleveland,flight,0
i 'd like to see the flights from denver to philadelphia again,flight,0
i would like information on flights from denver to san francisco after noon on wednesday,flight,0
flight from dallas to milwaukee,flight,0
fly from dallas to baltimore,flight,0
show me the list of flights from philadelphia to denver that leave in the afternoon,flight,0
show me the flights from denver that go to pittsburgh and then atlanta,flight,0
show me the flights from san francisco to boston,flight,0
please list only united airlines flights between denver and boston,flight,0
what 's the lowest round trip fare from atlanta to bwi,airfare,2
what does restriction ap 57 mean,abbreviation,8
i need a flight from pittsburgh to new york city,flight,0
i am looking for the cheapest fare from indianapolis to orlando on december twenty seventh,airfare,2
what flights leave charlotte north carolina and arrive in phoenix arizona on monday before 4 pm,flight,0
fares between atlanta and boston,airfare,2
show ground transportation in denver,ground_service,4
thank you very much now can you help me with information on flights from boston to atlanta,flight,0
what are the flight numbers of the flights which go from san francisco to washington via indianapolis,flight_no,12
what is the latest departure from boston to pittsburgh on the seventh of july,flight,0
flights from atlanta to washington dc on thursday morning,flight,0
what flights can i find from pittsburgh to san francisco after 9 am,flight,0
show me the flights from san diego to newark,flight,0
what flights go from dallas to denver after 3 pm,flight,0
flights from newark to cleveland daily,flight,0
do you have any flights from chicago to indianapolis,flight,0
do you have a 9 o'clock flight from boston to philadelphia,flight,0
what classes of service does twa have,flight,0
what flights do you have available from denver dallas and pittsburgh into baltimore,flight,0
does any airline have a jet flight between pittsburgh and baltimore,airline,6
show me the flights from st. petersburg to salt lake city that arrive before noon,flight,0
what is the earliest flight leaving washington to san francisco,flight,0
are there any united airlines flights between boston and dallas,flight,0
what flights from st. paul to kansas city on friday with a meal,flight,0
i want a flight on continental airlines leaving san francisco california arriving pittsburgh pennsylvania,flight,0
show me flights from denver to philadelphia on a monday,flight,0
tell me about flights from atlanta to charlotte next monday,flight,0
may i see all the flights from cleveland to dallas,flight,0
all flights before 10 am boston denver,flight,0
what is the least expensive business class flight between atlanta and dallas,flight,0
which flights are there on tuesday from san francisco to pittsburgh,flight,0
what are the flights from indianapolis to san diego on wednesday the twelfth,flight,0
i 'd like to find a flight from miami florida to las vegas nevada that would arrive before 4 pm on sunday,flight,0
i would like a flight from boston to atlanta,flight,0
i will be staying downtown in atlanta for two hours could you tell me what the ground transportation is available,ground_service,4
what is the first flight that travels from atlanta to baltimore that serves lunch,flight,0
is there ground transportation from the airport in denver to downtown,ground_service,4
what time is the last flight from washington to san francisco,flight_time,1
show me flights to san francisco arriving before 1,flight,0
what are the flights and fares from boston to philadelphia,flight+airfare,14
please show me united nonstop flights between boston and san francisco departing around 5 in the evening,flight,0
i want a flight originating in denver going to pittsburgh and atlanta in either order,flight,0
show me flights from san francisco to dallas please,flight,0
i would like to know the flights that are available leaving out of pittsburgh to san francisco on thursday night after 9 pm,flight,0
what is fare code h,abbreviation,8
list all the landings at general mitchell international,flight,0
all flights from cleveland to newark,flight,0
does us air have a flight from toronto to salt lake city monday may thirty first,flight,0
please show me the flights from atlanta to denver,flight,0
what 's the earliest flight from boston to bwi that serves dinner,flight,0
when do planes leave boston for,flight,0
show me the nonstop flights from houston to dallas,flight,0
show me any show me what the first class fares are of the flights from pittsburgh to san francisco on monday,airfare,2
show me ground transportation in boston,ground_service,4
show me the flights from salt lake city to st. petersburg on wednesday,flight,0
show me the flights from baltimore to oakland,flight,0
i would like a flight from toronto to san diego that stops in kansas city,flight,0
is twa flight 497766 from st. petersburg to milwaukee with one stop available tomorrow morning,flight,0
please list united flights between boston and denver departing at 9 am,flight,0
show me the flights from cleveland to memphis,flight,0
what american airlines flights from phoenix to milwaukee depart phoenix after 6 pm on wednesday,flight,0
what is the distance from toronto international airport to toronto,distance,7
is there an airline that has a flight from philadelphia to san francisco with a stop in dallas,airline,6
show me ground transportation in san francisco,ground_service,4
what are the flights from milwaukee to orlando on thursday,flight,0
information on american airlines from fort worth texas to philadelphia,flight,0
give me all the flights from new york to miami round trip with costs less than 466 dollars,flight,0
what is the seating capacity of the various airplanes that united airlines uses,capacity,13
what flights from kansas city to chicago leave next wednesday returning the following day,flight,0
what is the lowest fare from denver to pittsburgh,airfare,2
could you list for me the flights that leave oakland on sunday and arrive in dallas,flight,0
i would like to book a flight from baltimore to san francisco before 12 o'clock on tuesday,flight,0
flight from denver to san francisco in the afternoon,flight,0
is us air,airline,6
what is the least expensive one way fare from boston to san francisco,airfare,2
is there ground transportation in dallas from the dallas airport to downtown dallas,ground_service,4
show me the cheapest fare from dallas to baltimore,airfare,2
what 's the smallest plane flying from pittsburgh to baltimore on december seventeenth,aircraft,3
show me first class flights one way tampa to st. louis,flight,0
can you show me evening flights from nashville to houston that serve dinner,flight,0
now i need flights leaving from atlanta and arriving in philadelphia on wednesday morning,flight,0
okay that sounds great let 's go from atlanta on april twenty one in the morning to dallas least expensive fare one way,flight,0
what ground transportation is available in dallas,ground_service,4
show me all daily flights from milwaukee to orlando,flight,0
show afternoon flights from houston to dallas,flight,0
could you tell me about ground transportation arrangements from the dallas airport to downtown dallas,ground_service,4
please show me flights from dallas fort worth to atlanta on monday,flight,0
i 'd like the lowest fare from denver to pittsburgh,airfare,2
give me flights that arrive in baltimore from denver,flight,0
from denver to baltimore,flight,0
what flights leave after 7 pm from philadelphia to boston,flight,0
i want to fly boston to dallas,flight,0
what united airlines first class airfare flights are available from denver to baltimore on july three,airfare,2
flight from salt lake city to oakland california,flight,0
where do the flights from boston to oakland stop,airport,5
ground transportation atlanta,ground_service,4
what 's the ground transportation from oakland to san francisco,ground_service,4
give me the american airlines flights from phoenix to milwaukee on wednesday,flight,0
all flights from boston to washington dc on november eleventh,flight,0
i would like to see the flights from baltimore to philadelphia again,flight,0
i need a flight from indianapolis to toronto reaching toronto on thursday morning,flight,0
please show me the round trip flights from st. petersburg to toronto,flight,0
show flights from denver into san francisco,flight,0
what is the most expensive one way fare from boston to atlanta on american airlines,airfare,2
price of flight from nashville to cleveland,airfare,2
i would like to fly from boston to oakland what airlines fly from boston to oakland,flight,0
what airline is ac,airline,6
pittsburgh to baltimore please on january one,flight,0
flight will start from boston,flight,0
am flights from atlanta to philadelphia,flight,0
what flights are there from milwaukee to phoenix on saturday,flight,0
do i get a meal on the atlanta to bwi flight eastern 210,meal,15
please show me continental flights from san francisco to pittsburgh on friday,flight,0
what 's the cheapest flight from denver to pittsburgh,flight,0
list the flights arriving in atlanta from boston between 4 and 8 pm,flight,0
does any airline have an afternoon flight from atlanta to boston,airline,6
what flights depart san francisco after 4 pm and fly to washington via indianapolis,flight,0
could you tell me what flights you have that run daily from boston to san francisco please,flight,0
on tuesday the twenty third flights from philadelphia to san francisco on american airlines,flight,0
please list all flights that leave denver before noon on northwest airlines,flight,0
what is lowest cost air fare available for a flight from dallas to baltimore arriving on july fourth,airfare,2
can you tell me what aircraft is used for delta flight 1222 from kansas city to salt lake city,aircraft,3
show me the cheapest round trips from dallas to baltimore,flight,0
what car rentals are available next sunday from denver airport,ground_service,4
show me the airlines,airline,6
what are the rental car rates in dallas,ground_fare,9
in economy class from dallas to baltimore arriving july seventh i 'd like to know what 's the cheapest ticket possible,airfare,2
what classes of service does twa provide,flight,0
is there ground transportation in st. louis,ground_service,4
please give me the cheapest round trip airfare from atlanta to philadelphia on august the first,airfare,2
what is the cheapest round trip fare on continental 1291 round trip denver san francisco,airfare,2
how much does it cost to fly from boston to atlanta,airfare,2
which cities are serviced by both american and delta airlines,city,11
show me the flights from philadelphia to baltimore,flight,0
what flights are available from boston to washington dc late the twenty fifth or early the twenty sixth,flight,0
list the flights that arrive and depart from general mitchell international airport,flight,0
all right give me the flight times in the morning on september twentieth from pittsburgh to san francisco,flight_time,1
show all nonstop flights from atlanta to san francisco,flight,0
list all flights from denver to philadelphia,flight,0
a one way flight from boston to san francisco please,flight,0
i would like an american airlines flight from cincinnati to burbank leaving this afternoon,flight,0
show me ground transportation in denver,ground_service,4
what is the lowest cost fare that delta has between boston and san francisco,airfare,2
what flights do you have today from san francisco to pittsburgh,flight,0
show me flights from minneapolis to seattle on july second,flight,0
list all the takeoffs and landings at general mitchell international,flight,0
show me flights leaving from dallas to baltimore,flight,0
what is the cost of a first class ticket from dallas fort worth to san francisco,airfare,2
does american airlines fly from philadelphia to san francisco,flight,0
list all flights on continental leaving denver and arriving at chicago on monday before noon,flight,0
i would like a flight from nashville to st. louis that arrives in st. louis around 6 pm and is nonstop,flight,0
does midwest express have any flights from montreal to nashville,flight,0
flights from westchester county to st. paul,flight,0
what are the flights from nashville to tacoma on tuesday the eighteenth of may,flight,0
i 'd like the cheapest cost fare to fort worth from boston,airfare,2
what is the cheapest one way fare from boston to baltimore,airfare,2
what flights are available friday afternoon from pittsburgh to san francisco,flight,0
on august thirtieth please schedule me on a flight from denver to san francisco early in the morning,flight,0
i need information on a flight from san francisco to atlanta that would stop in fort worth,flight,0
show me all flights to dallas that are less than 1500 dollars round trip,flight,0
how many passengers can a boeing 737 hold,capacity,13
i need a flight from philadelphia to dallas next wednesday in the morning,flight,0
show me the flights from love field to all other airports,flight,0
what airline is ea the abbreviation for,airline,6
show departures and arrivals in atlanta for american airlines,flight,0
what flight from boston to baltimore is the least expensive flight,flight,0
from washington dc to philadelphia departing in the afternoon,flight,0
show me flights from san francisco to denver after 4 pm,flight,0
i 'd like to fly from minneapolis to long beach two days from today in the early morning,flight,0
i need a ticket from los angeles to charlotte that leaves early in the morning,airfare,2
i need ground transportation in seattle,ground_service,4
does midwest express serve indianapolis,flight,0
i want to leave oakland and arrive in boston at 5 o'clock in the afternoon,flight,0
what is fare code y mean,abbreviation,8
round trip first class fares new york to miami,airfare,2
july seventh what is the cost of a round trip ticket traveling first class on united airlines leaving from denver going to baltimore,airfare,2
could i have listings of flights from new york to montreal canada leaving on wednesday,flight,0
explain fare code qx,abbreviation,8
what 's the cheapest flight from pittsburgh to san francisco on friday,flight,0
please show me all fares for flights from denver to oakland,airfare,2
what flights are between washington and san francisco,flight,0
what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas,aircraft,3
can you tell me the time a flight would leave from atlanta to boston in the afternoon,flight_time,1
i 'd like to arrange a trip to baltimore on january first,flight,0
what is the ground transportation available in fort worth texas,ground_service,4
what is the earliest flight leaving denver going to boston,flight,0
pm flights dallas to atlanta,flight,0
display all flights from toronto to san diego on us air with a layover in phoenix,flight,0
san francisco to denver tuesday,flight,0
tell me about flights from indianapolis to houston,flight,0
show me all flights from new york to miami leaving on a tuesday and returning on sunday,flight,0
hi i 'd like a flight from tampa to montreal,flight,0
show me the lowest fare for a round trip flight from baltimore to dallas,airfare,2
show me flights from philadelphia to oakland on friday,flight,0
give me the flights for american airline from dallas to san francisco,flight,0
i 'd like to see all the flights from boston to philadelphia,flight,0
actually what are the nonstop flights from las vegas to burbank on saturday may twenty two,flight,0
show me flights from pittsburgh to san francisco on friday leaving after 12 noon,flight,0
what aircraft is co 1209,aircraft,3
explain meal codes sd d,abbreviation,8
show me a list of rental car fares at boston airport,ground_service,4
flights from washington dc to denver,flight,0
what is the least expensive flight today from atlanta to san francisco,flight,0
show me fares from houston to las vegas,airfare,2
what is the latest flight departing from boston to san francisco,flight,0
what is the fare going from baltimore to atlanta one way on november seventh,airfare,2
please show me flights from denver to san francisco on wednesday after 1300 hours,flight,0
what airline stands for hp,airline,6
please list me the flights and their cost of all airlines flying from denver to baltimore,flight+airfare,14
i want a flight from denver to atlanta,flight,0
show me the round trip tickets from baltimore to dallas,airfare,2
ground transportation san francisco,ground_service,4
i would like to know if i fly on american flight number 813 from boston to oakland if i will stop enroute at another city,flight,0
i need a flight from atlanta to philadelphia and i 'm looking for the cheapest fare,flight,0
ground transport denver,ground_service,4
what is the price of a one way fare from atlanta to boston,airfare,2
explain the fare codes,abbreviation,8
i 'd like to know what flights united airline has from dallas to san francisco,flight,0
show flights between philadelphia and denver on september sixteenth,flight,0
between boston and denver i 'd like a flight that takes the least amount of stops to get to boston,flight,0
what is the price of flights from indianapolis to memphis,airfare,2
is there an airline that advertises having more flights than any other airline,airline,6
what flights from pittsburgh to newark on monday,flight,0
nonstop flights denver to boston,flight,0
show me all flights from milwaukee to orlando one way,flight,0
i need a thursday flight from pittsburgh to baltimore arriving in baltimore before 9 o'clock,flight,0
show me all flights from dallas to san francisco,flight,0
can you show me one way economy fares from dallas to atlanta,airfare,2
what types of meals are available,meal,15
i 'd like to book a flight from san diego to toronto,flight,0
cheapest fare from nashville to seattle,airfare,2
please list the morning flights from st. louis to st. paul,flight,0
show all flights from denver to san francisco,flight,0
what is the cheapest fare from washington to san francisco leaving on september thirtieth,airfare,2
list the nonstop flights from denver to washington dc,flight,0
i would like to find flights from minneapolis to long beach after 4 o'clock on monday june fourteenth please,flight,0
yes i 'm looking for a flight between oakland and boston with a stopover in dallas fort worth do you have one of those,flight,0
what flights leave phoenix on wednesday evening and arrive in milwaukee,flight,0
please show me the flights from washington to san francisco,flight,0
what city is mco,city,11
what is the round trip first class fare on united from boston to san francisco,airfare,2
what flights from san jose to dallas on friday afternoon,flight,0
friday 's flights between newark and tampa,flight,0
please give me round trip fares from baltimore to philadelphia,airfare,2
show me the flights from love field,flight,0
find travel arrangements for a round trip flight from baltimore to pittsburgh,flight,0
what flights are there from memphis to las vegas,flight,0
what flights leave from newark to los angeles in the afternoon,flight,0
which united flights from boston to san francisco make connections,flight,0
yes i need a flight from denver to pittsburgh on july seventh,flight,0
names of airports,airport,5
i would like an early morning flight on june first from chicago into seattle on continental airlines,flight,0
morning flights out of san francisco arriving boston afternoon,flight,0
please list available ground transportation in pittsburgh,ground_service,4
show me all nationair flights from toronto,flight,0
i 'd like to fly from denver to atlanta with a stop in pittsburgh,flight,0
find the cheapest one way fare from boston to oakland,airfare,2
information on flights from pittsburgh to san francisco,flight,0
i want to leave from philadelphia and go to atlanta baltimore and boston please list these flights,flight,0
what is the earliest american airlines flight that i can get first class from philadelphia to dallas,flight,0
flights from denver to westchester county new york weekdays,flight,0
what flights are available from boston to washington late monday evening or early tuesday morning,flight,0
what is restriction ap57,restriction,16
what is the earliest flight from denver to san francisco on the morning of august twenty seventh,flight,0
ground transportation please in the city of boston between airport and downtown,ground_service,4
wednesday morning flights between baltimore and newark,flight,0
what flights from minneapolis to pittsburgh,flight,0
what types of ground transportation are available in denver,ground_service,4
i 'm interested in round trip flights from boston to washington,flight,0
show me all direct flights from dallas fort worth to either san francisco or oakland,flight,0
show me the flights from pittsburgh to san francisco on friday,flight,0
i 'd like to fly late tomorrow from minneapolis to long beach,flight,0
what airlines fly from boston to atlanta,airline,6
please give me information on a flight on april seventeen from philadelphia to boston as early as possible,flight,0
what flights are available saturday to san francisco from dallas,flight,0
i need a flight after 6 pm on wednesday from oakland to salt lake city,flight,0
i want to go from boston to oakland on united and leave at 838 am which flight should i take,flight,0
i 'd like to book the cheapest one way flight from denver to pittsburgh,flight,0
what is the distance from boston airport to boston,distance,7
what flights takeoff and land at general mitchell international,flight,0
what are the flights from boston to san francisco,flight,0
what are the flights in the month of december from atlanta to denver which stop in boston,flight,0
what flights are available from pittsburgh to baltimore on july twenty fifth 1991,flight,0
is there a flight from boston to san francisco making a stopover in dallas fort worth,flight,0
how far is oakland airport from downtown,distance,7
show me the first flight that arrives in toronto from cincinnati,flight,0
flights from newark to tampa on friday on us air,flight,0
okay could you tell me what flight leaves dallas to san francisco by united airline,flight,0
please list flights from philadelphia to dallas stopping in atlanta,flight,0
show me the flights from baltimore to dallas,flight,0
what 's the earliest flight leaving denver for pittsburgh,flight,0
what pm flights are available from philadelphia to pittsburgh,flight,0
i want a return flight from washington to dallas on american airlines,flight,0
i 'd like to fly nonstop from atlanta to baltimore and get there at 7 pm,flight,0
what flights from kansas city to denver after 845 in the morning,flight,0
show me airlines between boston and san francisco,airline,6
what 's the latest flight out of denver that arrives in pittsburgh next monday,flight,0
which companies fly between boston and oakland,airline,6
what flights do you have between oakland and boston with a stopover in dallas fort worth,flight,0
i would like to leave early in the morning,flight,0
show me flights from denver to atlanta on june sixteenth,flight,0
show me the itinerary for the connecting flight from dallas fort worth to san francisco that departs dallas fort worth at 1940,flight,0
i want a flight between oakland and boston that arrives before 5 pm,flight,0
show me flights from new york to miami,flight,0
show me flights denver to washington on thursday,flight,0
what flights leave from atlanta to boston on june twenty ninth in the afternoon,flight,0
show me the type of aircraft that canadian airlines uses,aircraft,3
what are the morning flights from philadelphia to dallas going on american airlines,flight,0
what does mco stand for,abbreviation,8
i would like to know some information on flights leaving philadelphia arriving in pittsburgh in the afternoon,flight,0
us 3724 baltimore to philadelphia what is the round trip fare,airfare,2
is there a 4 o'clock flight from washington dc to denver,flight,0
list the flights arriving in baltimore from pittsburgh on august third,flight,0
show me all flights from phoenix to milwaukee on wednesday,flight,0
i would like information on flights from baltimore to atlanta on thursday arriving in atlanta before 6 pm,flight,0
please list the friday flights from houston to milwaukee on american airlines in the evening,flight,0
i would like to fly from pittsburgh to atlanta,flight,0
show me all the flights from denver to las vegas,flight,0
what flights from denver to salt lake city,flight,0
i need a list of late afternoon flights from chicago to milwaukee,flight,0
i 'd like to find the cheapest flight from washington dc to atlanta,flight,0
please list all flights on united airlines out of denver before noon,flight,0
in denver what kind of ground transportation is there from the airport to downtown,ground_service,4
show me the lowest priced fare from dallas to baltimore,airfare,2
what flights are there tuesday morning from dallas to atlanta,flight,0
show me the fare for delta flight 296 from atlanta to philadelphia,airfare,2
list the three earliest flights from atlanta to philadelphia on wednesday,flight,0
from montreal to las vegas,flight,0
can you list flights from washington to toronto with the lowest one way fares,flight,0
what are the round trip flights from philadelphia to san francisco,flight,0
show me all us air flights from atlanta to denver for the day after tomorrow,flight,0
