,text,intent,labelIndex,queryCut,queryCutRMStopWord,queryFinal
11321,please find me the hanging valley movie ,SearchCreativeWork,6,"['please', 'find', 'me', 'the', 'hanging', 'valley', 'movie']","['please', 'find', 'me', 'the', 'hanging', 'valley', 'movie']","['please', 'find', 'me', 'the', 'hanging', 'valley', 'movie']"
11322,put jtr on the top classical playlist,AddToPlaylist,1,"['put', 'jtr', 'on', 'the', 'top', 'classical', 'playlist']","['put', 'jtr', 'on', 'the', 'top', 'classical', 'playlist']","['put', 'on', 'the', 'top', 'classical', 'playlist']"
11323,is ce cher intrus at imax corporation,SearchScreeningEvent,3,"['is', 'ce', 'cher', 'intrus', 'at', 'imax', 'corporation']","['is', 'ce', 'cher', 'intrus', 'at', 'imax', 'corporation']","['is', 'at', 'imax', 'corporation']"
11324,find national amusements showing the trouble with harry,SearchScreeningEvent,3,"['find', 'national', 'amusements', 'showing', 'the', 'trouble', 'with', 'harry']","['find', 'national', 'amusements', 'showing', 'the', 'trouble', 'with', 'harry']","['find', 'national', 'amusements', 'showing', 'the', 'trouble', 'with', 'harry']"
11325,give 2 out of 6 points  to a tale of time city,RateBook,2,"['give', '2', 'out', 'of', '6', 'points', 'to', 'a', 'tale', 'of', 'time', 'city']","['give', '2', 'out', 'of', '6', 'points', 'to', 'a', 'tale', 'of', 'time', 'city']","['give', '2', 'out', 'of', '6', 'points', 'to', 'a', 'tale', 'of', 'time', 'city']"
11326,rate dragons of spring dawning 3 stars,RateBook,2,"['rate', 'dragons', 'of', 'spring', 'dawning', '3', 'stars']","['rate', 'dragons', 'of', 'spring', 'dawning', '3', 'stars']","['rate', 'dragons', 'of', 'spring', '3', 'stars']"
11327,will it be even hotter 2 years from now in el jebel  niger,GetWeather,5,"['will', 'it', 'be', 'even', 'hotter', '2', 'years', 'from', 'now', 'in', 'el', 'jebel', 'niger']","['will', 'it', 'be', 'even', 'hotter', '2', 'years', 'from', 'now', 'in', 'el', 'jebel', 'niger']","['will', 'it', 'be', 'hotter', '2', 'years', 'from', 'now', 'in', 'el', 'niger']"
11328,find the still life: american concert 1981 soundtrack,SearchCreativeWork,6,"['find', 'the', 'still', 'life', ':', 'american', 'concert', '1981', 'soundtrack']","['find', 'the', 'still', 'life', ':', 'american', 'concert', '1981', 'soundtrack']","['find', 'the', 'still', 'life', ':', 'american', 'concert', '1981', 'soundtrack']"
11329,will it be colder at midnight in washington,GetWeather,5,"['will', 'it', 'be', 'colder', 'at', 'midnight', 'in', 'washington']","['will', 'it', 'be', 'colder', 'at', 'midnight', 'in', 'washington']","['will', 'it', 'be', 'colder', 'at', 'midnight', 'in', 'washington']"
11330,add this artist to the playlist called evening groove ,AddToPlaylist,1,"['add', 'this', 'artist', 'to', 'the', 'playlist', 'called', 'evening', 'groove']","['add', 'this', 'artist', 'to', 'the', 'playlist', 'called', 'evening', 'groove']","['add', 'this', 'artist', 'to', 'the', 'playlist', 'called', 'evening', 'groove']"
11331,add this song to enid s romántica playlist,AddToPlaylist,1,"['add', 'this', 'song', 'to', 'enid', 's', 'romántica', 'playlist']","['add', 'this', 'song', 'to', 'enid', 's', 'romántica', 'playlist']","['add', 'this', 'song', 'to', 's', 'romántica', 'playlist']"
11332,show me showtimes at the cinema for chain of events ,SearchScreeningEvent,3,"['show', 'me', 'showtimes', 'at', 'the', 'cinema', 'for', 'chain', 'of', 'events']","['show', 'me', 'showtimes', 'at', 'the', 'cinema', 'for', 'chain', 'of', 'events']","['show', 'me', 'showtimes', 'at', 'the', 'cinema', 'for', 'of']"
11333,book a table for me and savannah in lauderdale lakes,BookRestaurant,4,"['book', 'a', 'table', 'for', 'me', 'and', 'savannah', 'in', 'lauderdale', 'lakes']","['book', 'a', 'table', 'for', 'me', 'and', 'savannah', 'in', 'lauderdale', 'lakes']","['book', 'a', 'table', 'for', 'me', 'and', 'in', 'lakes']"
11334,put a track into my classic country playlist ,AddToPlaylist,1,"['put', 'a', 'track', 'into', 'my', 'classic', 'country', 'playlist']","['put', 'a', 'track', 'into', 'my', 'classic', 'country', 'playlist']","['put', 'a', 'track', 'into', 'my', 'classic', 'country', 'playlist']"
11335,the stars for behind the beat should number four for this chronicle,RateBook,2,"['the', 'stars', 'for', 'behind', 'the', 'beat', 'should', 'number', 'four', 'for', 'this', 'chronicle']","['the', 'stars', 'for', 'behind', 'the', 'beat', 'should', 'number', 'four', 'for', 'this', 'chronicle']","['the', 'stars', 'for', 'behind', 'the', 'beat', 'should', 'four', 'for', 'this', 'chronicle']"
11336,add this artist to romántica,AddToPlaylist,1,"['add', 'this', 'artist', 'to', 'romántica']","['add', 'this', 'artist', 'to', 'romántica']","['add', 'this', 'artist', 'to', 'romántica']"
11337,add track to this is zezé di camargo & luciano playlist,AddToPlaylist,1,"['add', 'track', 'to', 'this', 'is', 'zezé', 'di', 'camargo', '&', 'luciano', 'playlist']","['add', 'track', 'to', 'this', 'is', 'zezé', 'di', 'camargo', '&', 'luciano', 'playlist']","['add', 'track', 'to', 'this', 'is', 'zezé', 'di', 'camargo', '&', 'luciano', 'playlist']"
11338,play chris goss on netflix,PlayMusic,0,"['play', 'chris', 'goss', 'on', 'netflix']","['play', 'chris', 'goss', 'on', 'netflix']","['play', 'chris', 'on', 'netflix']"
11339,play chant music by ira losco on iheart ,PlayMusic,0,"['play', 'chant', 'music', 'by', 'ira', 'losco', 'on', 'iheart']","['play', 'chant', 'music', 'by', 'ira', 'losco', 'on', 'iheart']","['play', 'chant', 'music', 'by', 'on', 'iheart']"
11340,show tv show named i fell in love with a dead boy,SearchCreativeWork,6,"['show', 'tv', 'show', 'named', 'i', 'fell', 'in', 'love', 'with', 'a', 'dead', 'boy']","['show', 'tv', 'show', 'named', 'i', 'fell', 'in', 'love', 'with', 'a', 'dead', 'boy']","['show', 'tv', 'show', 'named', 'i', 'in', 'love', 'with', 'a', 'dead', 'boy']"
11341,find the app store,SearchCreativeWork,6,"['find', 'the', 'app', 'store']","['find', 'the', 'app', 'store']","['find', 'the']"
11342,3 stars is the rating for boy meets boy,RateBook,2,"['3', 'stars', 'is', 'the', 'rating', 'for', 'boy', 'meets', 'boy']","['3', 'stars', 'is', 'the', 'rating', 'for', 'boy', 'meets', 'boy']","['3', 'stars', 'is', 'the', 'rating', 'for', 'boy', 'boy']"
11343,i want another song in my rock español playlist  ,AddToPlaylist,1,"['i', 'want', 'another', 'song', 'in', 'my', 'rock', 'español', 'playlist']","['i', 'want', 'another', 'song', 'in', 'my', 'rock', 'español', 'playlist']","['i', 'want', 'another', 'song', 'in', 'my', 'rock', 'español', 'playlist']"
11344,book a reservation for three at clinton street baking company & restaurant,BookRestaurant,4,"['book', 'a', 'reservation', 'for', 'three', 'at', 'clinton', 'street', 'baking', 'company', '&', 'restaurant']","['book', 'a', 'reservation', 'for', 'three', 'at', 'clinton', 'street', 'baking', 'company', '&', 'restaurant']","['book', 'a', 'reservation', 'for', 'three', 'at', 'clinton', 'street', 'company', '&', 'restaurant']"
11345,play some music by daniel carter,PlayMusic,0,"['play', 'some', 'music', 'by', 'daniel', 'carter']","['play', 'some', 'music', 'by', 'daniel', 'carter']","['play', 'some', 'music', 'by', 'daniel', 'carter']"
11346,play my women of rock playlist ,PlayMusic,0,"['play', 'my', 'women', 'of', 'rock', 'playlist']","['play', 'my', 'women', 'of', 'rock', 'playlist']","['play', 'my', 'women', 'of', 'rock', 'playlist']"
11347,show movie times and movies in the area,SearchScreeningEvent,3,"['show', 'movie', 'times', 'and', 'movies', 'in', 'the', 'area']","['show', 'movie', 'times', 'and', 'movies', 'in', 'the', 'area']","['show', 'movie', 'times', 'and', 'movies', 'in', 'the', 'area']"
11348,put this jerry dixon song onto my tokyo rising playlist ,AddToPlaylist,1,"['put', 'this', 'jerry', 'dixon', 'song', 'onto', 'my', 'tokyo', 'rising', 'playlist']","['put', 'this', 'jerry', 'dixon', 'song', 'onto', 'my', 'tokyo', 'rising', 'playlist']","['put', 'this', 'jerry', 'dixon', 'song', 'onto', 'my', 'tokyo', 'rising', 'playlist']"
11349,this novel gets 0 out of 6 points,RateBook,2,"['this', 'novel', 'gets', '0', 'out', 'of', '6', 'points']","['this', 'novel', 'gets', '0', 'out', 'of', '6', 'points']","['this', 'novel', 'gets', '0', 'out', 'of', '6', 'points']"
11350,rate the book series sons of destiny a five,RateBook,2,"['rate', 'the', 'book', 'series', 'sons', 'of', 'destiny', 'a', 'five']","['rate', 'the', 'book', 'series', 'sons', 'of', 'destiny', 'a', 'five']","['rate', 'the', 'book', 'series', 'sons', 'of', 'destiny', 'a', 'five']"
11351,what is the movie schedule for the north american cinemas,SearchScreeningEvent,3,"['what', 'is', 'the', 'movie', 'schedule', 'for', 'the', 'north', 'american', 'cinemas']","['what', 'is', 'the', 'movie', 'schedule', 'for', 'the', 'north', 'american', 'cinemas']","['what', 'is', 'the', 'movie', 'schedule', 'for', 'the', 'north', 'american', 'cinemas']"
11352,rate the brothers karamazov a four,RateBook,2,"['rate', 'the', 'brothers', 'karamazov', 'a', 'four']","['rate', 'the', 'brothers', 'karamazov', 'a', 'four']","['rate', 'the', 'a', 'four']"
11353,put donnie g don gorilla on my classical romance playlist,AddToPlaylist,1,"['put', 'donnie', 'g', 'don', 'gorilla', 'on', 'my', 'classical', 'romance', 'playlist']","['put', 'donnie', 'g', 'don', 'gorilla', 'on', 'my', 'classical', 'romance', 'playlist']","['put', 'g', 'don', 'on', 'my', 'classical', 'romance', 'playlist']"
11354,what time is rites of spring playing at marcus corporation,SearchScreeningEvent,3,"['what', 'time', 'is', 'rites', 'of', 'spring', 'playing', 'at', 'marcus', 'corporation']","['what', 'time', 'is', 'rites', 'of', 'spring', 'playing', 'at', 'marcus', 'corporation']","['what', 'time', 'is', 'of', 'spring', 'playing', 'at', 'marcus', 'corporation']"
11355,add devil pray to my party list,AddToPlaylist,1,"['add', 'devil', 'pray', 'to', 'my', 'party', 'list']","['add', 'devil', 'pray', 'to', 'my', 'party', 'list']","['add', 'devil', 'to', 'my', 'party', 'list']"
11356,find a book called kiss symphony - alive iv,SearchCreativeWork,6,"['find', 'a', 'book', 'called', 'kiss', 'symphony', '-', 'alive', 'iv']","['find', 'a', 'book', 'called', 'kiss', 'symphony', '-', 'alive', 'iv']","['find', 'a', 'book', 'called', 'kiss', 'symphony', '-', 'alive', 'iv']"
11357,play me a frank farian ep,PlayMusic,0,"['play', 'me', 'a', 'frank', 'farian', 'ep']","['play', 'me', 'a', 'frank', 'farian', 'ep']","['play', 'me', 'a', 'frank', 'farian', 'ep']"
11358,can i get the movie schedules for southern theatres at around 15:02,SearchScreeningEvent,3,"['can', 'i', 'get', 'the', 'movie', 'schedules', 'for', 'southern', 'theatres', 'at', 'around', '15:02']","['can', 'i', 'get', 'the', 'movie', 'schedules', 'for', 'southern', 'theatres', 'at', 'around', '15:02']","['can', 'i', 'get', 'the', 'movie', 'schedules', 'for', 'southern', 'theatres', 'at', 'around']"
11359,play the top symphony music from ejigayehu shibabaw,PlayMusic,0,"['play', 'the', 'top', 'symphony', 'music', 'from', 'ejigayehu', 'shibabaw']","['play', 'the', 'top', 'symphony', 'music', 'from', 'ejigayehu', 'shibabaw']","['play', 'the', 'top', 'symphony', 'music', 'from']"
11360,add yma sumac to this is animal collective,AddToPlaylist,1,"['add', 'yma', 'sumac', 'to', 'this', 'is', 'animal', 'collective']","['add', 'yma', 'sumac', 'to', 'this', 'is', 'animal', 'collective']","['add', 'to', 'this', 'is', 'animal', 'collective']"
11361,play music from the artist joe sample,PlayMusic,0,"['play', 'music', 'from', 'the', 'artist', 'joe', 'sample']","['play', 'music', 'from', 'the', 'artist', 'joe', 'sample']","['play', 'music', 'from', 'the', 'artist', 'joe']"
11362,add artist chris squire to my the birth of cool playlist,AddToPlaylist,1,"['add', 'artist', 'chris', 'squire', 'to', 'my', 'the', 'birth', 'of', 'cool', 'playlist']","['add', 'artist', 'chris', 'squire', 'to', 'my', 'the', 'birth', 'of', 'cool', 'playlist']","['add', 'artist', 'chris', 'to', 'my', 'the', 'birth', 'of', 'cool', 'playlist']"
11363,play music on deezer ,PlayMusic,0,"['play', 'music', 'on', 'deezer']","['play', 'music', 'on', 'deezer']","['play', 'music', 'on', 'deezer']"
11364,i would like to find a cafe that serves grilled meat close by in tunisia and need a table for 2 one second from now ,BookRestaurant,4,"['i', 'would', 'like', 'to', 'find', 'a', 'cafe', 'that', 'serves', 'grilled', 'meat', 'close', 'by', 'in', 'tunisia', 'and', 'need', 'a', 'table', 'for', '2', 'one', 'second', 'from', 'now']","['i', 'would', 'like', 'to', 'find', 'a', 'cafe', 'that', 'serves', 'grilled', 'meat', 'close', 'by', 'in', 'tunisia', 'and', 'need', 'a', 'table', 'for', '2', 'one', 'second', 'from', 'now']","['i', 'would', 'like', 'to', 'find', 'a', 'cafe', 'that', 'serves', 'close', 'by', 'in', 'tunisia', 'and', 'need', 'a', 'table', 'for', '2', 'one', 'second', 'from', 'now']"
11365,play james moody ballad,PlayMusic,0,"['play', 'james', 'moody', 'ballad']","['play', 'james', 'moody', 'ballad']","['play', 'james', 'ballad']"
11366,play suus to my the funny thing about football is playlist,AddToPlaylist,1,"['play', 'suus', 'to', 'my', 'the', 'funny', 'thing', 'about', 'football', 'is', 'playlist']","['play', 'suus', 'to', 'my', 'the', 'funny', 'thing', 'about', 'football', 'is', 'playlist']","['play', 'to', 'my', 'the', 'funny', 'thing', 'about', 'football', 'is', 'playlist']"
11367,is the happy hooker goes hollywood at the movie house nearest me,SearchScreeningEvent,3,"['is', 'the', 'happy', 'hooker', 'goes', 'hollywood', 'at', 'the', 'movie', 'house', 'nearest', 'me']","['is', 'the', 'happy', 'hooker', 'goes', 'hollywood', 'at', 'the', 'movie', 'house', 'nearest', 'me']","['is', 'the', 'happy', 'goes', 'hollywood', 'at', 'the', 'movie', 'house', 'nearest', 'me']"
11368,can i hear jeremy taggart s newest chant on deezer,PlayMusic,0,"['can', 'i', 'hear', 'jeremy', 'taggart', 's', 'newest', 'chant', 'on', 'deezer']","['can', 'i', 'hear', 'jeremy', 'taggart', 's', 'newest', 'chant', 'on', 'deezer']","['can', 'i', 'hear', 's', 'newest', 'chant', 'on', 'deezer']"
11369,tell me the weather forecast for my current spot on dec  fourth  2021,GetWeather,5,"['tell', 'me', 'the', 'weather', 'forecast', 'for', 'my', 'current', 'spot', 'on', 'dec', 'fourth', '2021']","['tell', 'me', 'the', 'weather', 'forecast', 'for', 'my', 'current', 'spot', 'on', 'dec', 'fourth', '2021']","['tell', 'me', 'the', 'weather', 'forecast', 'for', 'my', 'current', 'spot', 'on', 'dec', 'fourth', '2021']"
11370,use deezer to play music by junior brown,PlayMusic,0,"['use', 'deezer', 'to', 'play', 'music', 'by', 'junior', 'brown']","['use', 'deezer', 'to', 'play', 'music', 'by', 'junior', 'brown']","['use', 'deezer', 'to', 'play', 'music', 'by', 'junior', 'brown']"
11371,add thomas anders to my crossroad blues,AddToPlaylist,1,"['add', 'thomas', 'anders', 'to', 'my', 'crossroad', 'blues']","['add', 'thomas', 'anders', 'to', 'my', 'crossroad', 'blues']","['add', 'thomas', 'to', 'my', 'crossroad', 'blues']"
11372,book a table for nine people in nj ,BookRestaurant,4,"['book', 'a', 'table', 'for', 'nine', 'people', 'in', 'nj']","['book', 'a', 'table', 'for', 'nine', 'people', 'in', 'nj']","['book', 'a', 'table', 'for', 'nine', 'people', 'in', 'nj']"
11373,will there be any snowfall in american samoa,GetWeather,5,"['will', 'there', 'be', 'any', 'snowfall', 'in', 'american', 'samoa']","['will', 'there', 'be', 'any', 'snowfall', 'in', 'american', 'samoa']","['will', 'there', 'be', 'any', 'snowfall', 'in', 'american', 'samoa']"
11374,what is the movie times,SearchScreeningEvent,3,"['what', 'is', 'the', 'movie', 'times']","['what', 'is', 'the', 'movie', 'times']","['what', 'is', 'the', 'movie', 'times']"
11375,put gregory douglass in halloween teens please,AddToPlaylist,1,"['put', 'gregory', 'douglass', 'in', 'halloween', 'teens', 'please']","['put', 'gregory', 'douglass', 'in', 'halloween', 'teens', 'please']","['put', 'gregory', 'douglass', 'in', 'halloween', 'please']"
11376,add this artist to spring music,AddToPlaylist,1,"['add', 'this', 'artist', 'to', 'spring', 'music']","['add', 'this', 'artist', 'to', 'spring', 'music']","['add', 'this', 'artist', 'to', 'spring', 'music']"
11377,rate pillar of fire and other plays a three,RateBook,2,"['rate', 'pillar', 'of', 'fire', 'and', 'other', 'plays', 'a', 'three']","['rate', 'pillar', 'of', 'fire', 'and', 'other', 'plays', 'a', 'three']","['rate', 'of', 'fire', 'and', 'other', 'plays', 'a', 'three']"
11378,can you play something off my kids workout playlist on groove shark,PlayMusic,0,"['can', 'you', 'play', 'something', 'off', 'my', 'kids', 'workout', 'playlist', 'on', 'groove', 'shark']","['can', 'you', 'play', 'something', 'off', 'my', 'kids', 'workout', 'playlist', 'on', 'groove', 'shark']","['can', 'you', 'play', 'something', 'off', 'my', 'kids', 'workout', 'playlist', 'on', 'groove', 'shark']"
11379,find a photograph called the lighthouse by the sea,SearchCreativeWork,6,"['find', 'a', 'photograph', 'called', 'the', 'lighthouse', 'by', 'the', 'sea']","['find', 'a', 'photograph', 'called', 'the', 'lighthouse', 'by', 'the', 'sea']","['find', 'a', 'photograph', 'called', 'the', 'by', 'the', 'sea']"
11380,rate the nova scotia: new scottish speculative fiction saga a 5,RateBook,2,"['rate', 'the', 'nova', 'scotia', ':', 'new', 'scottish', 'speculative', 'fiction', 'saga', 'a', '5']","['rate', 'the', 'nova', 'scotia', ':', 'new', 'scottish', 'speculative', 'fiction', 'saga', 'a', '5']","['rate', 'the', 'nova', ':', 'new', 'fiction', 'saga', 'a', '5']"
11381,give the current essay 5 / 6 stars,RateBook,2,"['give', 'the', 'current', 'essay', '5', '/', '6', 'stars']","['give', 'the', 'current', 'essay', '5', '/', '6', 'stars']","['give', 'the', 'current', 'essay', '5', '/', '6', 'stars']"
11382,play 2007 tunes by bunny berigan,PlayMusic,0,"['play', '2007', 'tunes', 'by', 'bunny', 'berigan']","['play', '2007', 'tunes', 'by', 'bunny', 'berigan']","['play', '2007', 'tunes', 'by']"
11383,i want to put paul young onto all new all now ,AddToPlaylist,1,"['i', 'want', 'to', 'put', 'paul', 'young', 'onto', 'all', 'new', 'all', 'now']","['i', 'want', 'to', 'put', 'paul', 'young', 'onto', 'all', 'new', 'all', 'now']","['i', 'want', 'to', 'put', 'paul', 'young', 'onto', 'all', 'new', 'all', 'now']"
11384,add me kommeni tin anasa to my propuesta alternativa playlist,AddToPlaylist,1,"['add', 'me', 'kommeni', 'tin', 'anasa', 'to', 'my', 'propuesta', 'alternativa', 'playlist']","['add', 'me', 'kommeni', 'tin', 'anasa', 'to', 'my', 'propuesta', 'alternativa', 'playlist']","['add', 'me', 'to', 'my', 'playlist']"
11385,add the album to the top 100 country tracks on spotify playlist ,AddToPlaylist,1,"['add', 'the', 'album', 'to', 'the', 'top', '100', 'country', 'tracks', 'on', 'spotify', 'playlist']","['add', 'the', 'album', 'to', 'the', 'top', '100', 'country', 'tracks', 'on', 'spotify', 'playlist']","['add', 'the', 'album', 'to', 'the', 'top', '100', 'country', 'tracks', 'on', 'spotify', 'playlist']"
11386,can you play a 1967 soundtrack on slacker,PlayMusic,0,"['can', 'you', 'play', 'a', '1967', 'soundtrack', 'on', 'slacker']","['can', 'you', 'play', 'a', '1967', 'soundtrack', 'on', 'slacker']","['can', 'you', 'play', 'a', '1967', 'soundtrack', 'on', 'slacker']"
11387,i want to hear this is the night from proof,PlayMusic,0,"['i', 'want', 'to', 'hear', 'this', 'is', 'the', 'night', 'from', 'proof']","['i', 'want', 'to', 'hear', 'this', 'is', 'the', 'night', 'from', 'proof']","['i', 'want', 'to', 'hear', 'this', 'is', 'the', 'night', 'from']"
11388,i need a reservation for eight at a diner that has desserts in ashmore tn,BookRestaurant,4,"['i', 'need', 'a', 'reservation', 'for', 'eight', 'at', 'a', 'diner', 'that', 'has', 'desserts', 'in', 'ashmore', 'tn']","['i', 'need', 'a', 'reservation', 'for', 'eight', 'at', 'a', 'diner', 'that', 'has', 'desserts', 'in', 'ashmore', 'tn']","['i', 'need', 'a', 'reservation', 'for', 'eight', 'at', 'a', 'diner', 'that', 'has', 'in', 'tn']"
11389,i d like to watch i wish at the nearest movie theatre,SearchScreeningEvent,3,"['i', 'd', 'like', 'to', 'watch', 'i', 'wish', 'at', 'the', 'nearest', 'movie', 'theatre']","['i', 'd', 'like', 'to', 'watch', 'i', 'wish', 'at', 'the', 'nearest', 'movie', 'theatre']","['i', 'd', 'like', 'to', 'watch', 'i', 'wish', 'at', 'the', 'nearest', 'movie', 'theatre']"
11390,out of a possiable 6 i give jip  his story a 0,RateBook,2,"['out', 'of', 'a', 'possiable', '6', 'i', 'give', 'jip', 'his', 'story', 'a', '0']","['out', 'of', 'a', 'possiable', '6', 'i', 'give', 'jip', 'his', 'story', 'a', '0']","['out', 'of', 'a', 'possiable', '6', 'i', 'give', 'his', 'story', 'a', '0']"
11391,what will be the weather like in turks and caicos islands around dec  sixth  2032,GetWeather,5,"['what', 'will', 'be', 'the', 'weather', 'like', 'in', 'turks', 'and', 'caicos', 'islands', 'around', 'dec', 'sixth', '2032']","['what', 'will', 'be', 'the', 'weather', 'like', 'in', 'turks', 'and', 'caicos', 'islands', 'around', 'dec', 'sixth', '2032']","['what', 'will', 'be', 'the', 'weather', 'like', 'in', 'turks', 'and', 'caicos', 'islands', 'around', 'dec', 'sixth', '2032']"
11392,book a restaurant that serves trottole in tillicum,BookRestaurant,4,"['book', 'a', 'restaurant', 'that', 'serves', 'trottole', 'in', 'tillicum']","['book', 'a', 'restaurant', 'that', 'serves', 'trottole', 'in', 'tillicum']","['book', 'a', 'restaurant', 'that', 'serves', 'in']"
11393,play me a song from 2016,PlayMusic,0,"['play', 'me', 'a', 'song', 'from', '2016']","['play', 'me', 'a', 'song', 'from', '2016']","['play', 'me', 'a', 'song', 'from', '2016']"
11394,play red barchetta by blind lemon jefferson ,PlayMusic,0,"['play', 'red', 'barchetta', 'by', 'blind', 'lemon', 'jefferson']","['play', 'red', 'barchetta', 'by', 'blind', 'lemon', 'jefferson']","['play', 'red', 'by', 'blind']"
11395,how can i see the show pulse 2: afterlife,SearchCreativeWork,6,"['how', 'can', 'i', 'see', 'the', 'show', 'pulse', '2', ':', 'afterlife']","['how', 'can', 'i', 'see', 'the', 'show', 'pulse', '2', ':', 'afterlife']","['how', 'can', 'i', 'see', 'the', 'show', 'pulse', '2', ':']"
11396,melba and i want to dine in barbados next jun ,BookRestaurant,4,"['melba', 'and', 'i', 'want', 'to', 'dine', 'in', 'barbados', 'next', 'jun']","['melba', 'and', 'i', 'want', 'to', 'dine', 'in', 'barbados', 'next', 'jun']","['and', 'i', 'want', 'to', 'dine', 'in', 'barbados', 'next', 'jun']"
11397,find mary kom starting in one hour ,SearchScreeningEvent,3,"['find', 'mary', 'kom', 'starting', 'in', 'one', 'hour']","['find', 'mary', 'kom', 'starting', 'in', 'one', 'hour']","['find', 'mary', 'starting', 'in', 'one', 'hour']"
11398,play music by mina caputo on lastfm,PlayMusic,0,"['play', 'music', 'by', 'mina', 'caputo', 'on', 'lastfm']","['play', 'music', 'by', 'mina', 'caputo', 'on', 'lastfm']","['play', 'music', 'by', 'on', 'lastfm']"
11399,find time for college rock stars at any movie theatre,SearchScreeningEvent,3,"['find', 'time', 'for', 'college', 'rock', 'stars', 'at', 'any', 'movie', 'theatre']","['find', 'time', 'for', 'college', 'rock', 'stars', 'at', 'any', 'movie', 'theatre']","['find', 'time', 'for', 'college', 'rock', 'stars', 'at', 'any', 'movie', 'theatre']"
11400,add this adam clayton tune to sxsw fresh playlist,AddToPlaylist,1,"['add', 'this', 'adam', 'clayton', 'tune', 'to', 'sxsw', 'fresh', 'playlist']","['add', 'this', 'adam', 'clayton', 'tune', 'to', 'sxsw', 'fresh', 'playlist']","['add', 'this', 'adam', 'tune', 'to', 'sxsw', 'fresh', 'playlist']"
11401,play music from 2012 by yossif kobzon on last fm ,PlayMusic,0,"['play', 'music', 'from', '2012', 'by', 'yossif', 'kobzon', 'on', 'last', 'fm']","['play', 'music', 'from', '2012', 'by', 'yossif', 'kobzon', 'on', 'last', 'fm']","['play', 'music', 'from', '2012', 'by', 'on', 'last', 'fm']"
11402,"add kenneth c ""jethro"" burns songs in my playlist soundscapes for gaming",AddToPlaylist,1,"['add', 'kenneth', 'c', '``', 'jethro', ""''"", 'burns', 'songs', 'in', 'my', 'playlist', 'soundscapes', 'for', 'gaming']","['add', 'kenneth', 'c', '``', 'jethro', ""''"", 'burns', 'songs', 'in', 'my', 'playlist', 'soundscapes', 'for', 'gaming']","['add', 'c', 'burns', 'songs', 'in', 'my', 'playlist', 'for', 'gaming']"
11403,what will it feel like on patriot s day on south georgia and the south sandwich islands,GetWeather,5,"['what', 'will', 'it', 'feel', 'like', 'on', 'patriot', 's', 'day', 'on', 'south', 'georgia', 'and', 'the', 'south', 'sandwich', 'islands']","['what', 'will', 'it', 'feel', 'like', 'on', 'patriot', 's', 'day', 'on', 'south', 'georgia', 'and', 'the', 'south', 'sandwich', 'islands']","['what', 'will', 'it', 'feel', 'like', 'on', 's', 'day', 'on', 'south', 'georgia', 'and', 'the', 'south', 'sandwich', 'islands']"
11404,play a tune by margaret kelly on iheart,PlayMusic,0,"['play', 'a', 'tune', 'by', 'margaret', 'kelly', 'on', 'iheart']","['play', 'a', 'tune', 'by', 'margaret', 'kelly', 'on', 'iheart']","['play', 'a', 'tune', 'by', 'on', 'iheart']"
11405,find a reservation within walking distance of pauline s place for a party of 10 at fourteen o clock at a restaurant that serves aioli,BookRestaurant,4,"['find', 'a', 'reservation', 'within', 'walking', 'distance', 'of', 'pauline', 's', 'place', 'for', 'a', 'party', 'of', '10', 'at', 'fourteen', 'o', 'clock', 'at', 'a', 'restaurant', 'that', 'serves', 'aioli']","['find', 'a', 'reservation', 'within', 'walking', 'distance', 'of', 'pauline', 's', 'place', 'for', 'a', 'party', 'of', '10', 'at', 'fourteen', 'o', 'clock', 'at', 'a', 'restaurant', 'that', 'serves', 'aioli']","['find', 'a', 'reservation', 'within', 'walking', 'distance', 'of', 's', 'place', 'for', 'a', 'party', 'of', '10', 'at', 'fourteen', 'o', 'clock', 'at', 'a', 'restaurant', 'that', 'serves']"
11406,what song is detective conan: dimensional sniper,SearchCreativeWork,6,"['what', 'song', 'is', 'detective', 'conan', ':', 'dimensional', 'sniper']","['what', 'song', 'is', 'detective', 'conan', ':', 'dimensional', 'sniper']","['what', 'song', 'is', 'detective', ':']"
11407,reserve a table for one at a top-rated restaurant nearby that serves goiano for this month in md,BookRestaurant,4,"['reserve', 'a', 'table', 'for', 'one', 'at', 'a', 'top-rated', 'restaurant', 'nearby', 'that', 'serves', 'goiano', 'for', 'this', 'month', 'in', 'md']","['reserve', 'a', 'table', 'for', 'one', 'at', 'a', 'top-rated', 'restaurant', 'nearby', 'that', 'serves', 'goiano', 'for', 'this', 'month', 'in', 'md']","['reserve', 'a', 'table', 'for', 'one', 'at', 'a', 'top-rated', 'restaurant', 'nearby', 'that', 'serves', 'goiano', 'for', 'this', 'month', 'in', 'md']"
11408,i want you to add the currently playing this generation into my playlist called funtime activity,AddToPlaylist,1,"['i', 'want', 'you', 'to', 'add', 'the', 'currently', 'playing', 'this', 'generation', 'into', 'my', 'playlist', 'called', 'funtime', 'activity']","['i', 'want', 'you', 'to', 'add', 'the', 'currently', 'playing', 'this', 'generation', 'into', 'my', 'playlist', 'called', 'funtime', 'activity']","['i', 'want', 'you', 'to', 'add', 'the', 'currently', 'playing', 'this', 'generation', 'into', 'my', 'playlist', 'called', 'funtime', 'activity']"
